t,phase,sin_pos,cos_pos,stance_l,stance_r,contact_l,contact_r,base_x,base_y,base_z,base_pitch,base_roll,base_yaw,base_vx,base_vy,base_vz,base_wx,base_wy,base_wz,dof_lhp,dof_lhr,dof_lhy,dof_lkp,dof_lap,dof_lar,dof_rhp,dof_rhr,dof_rhy,dof_rkp,dof_rap,dof_rar,ref_lhp,ref_lhr,ref_lhy,ref_lkp,ref_lap,ref_lar,ref_rhp,ref_rhr,ref_rhy,ref_rkp,ref_rap,ref_rar,dvel_lhp,dvel_lhr,dvel_lhy,dvel_lkp,dvel_lap,dvel_lar,dvel_rhp,dvel_rhr,dvel_rhy,dvel_rkp,dvel_rap,dvel_rar,foot_z_l,foot_z_r,foot_vx_l,foot_vx_r,foot_vy_l,foot_vy_r,cfz_l,cfz_r,cmd_vx,cmd_vy,cmd_wz,rew_stability,rew_swing_foot_forward,rew_tracking_lin_vel,rew_tracking_ang_vel,rew_ref_joint_pos,rew_feet_contact_number,rew_feet_clearance,rew_foot_slip,rew_efficiency,rew_collision
0.0,0.5222222208976746,-0.13917309271867956,-0.9902680698998213,0.0,1.0,0.0,0.0,5.631730891764164e-05,0.00019589136354625225,0.6979507803916931,-0.00021409988403320312,0.0006053851684555411,-0.00020933151245117188,-2.4094040782074444e-05,0.0024941256269812584,-0.1948777139186859,0.05397335812449455,-0.015900978818535805,-0.028527718037366867,0.4641886055469513,0.045626744627952576,-0.3037490248680115,0.4561969041824341,-0.21227502822875977,-0.015880875289440155,-0.3648432493209839,-0.1167667806148529,0.2833560109138489,0.5152247548103333,-0.18515531718730927,-0.011784207075834274,0.43479329347610474,0.05695865675806999,-0.32530903816223145,0.5387105941772461,-0.19096601009368896,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,-0.11947678029537201,0.12172111868858337,0.011371791362762451,0.190315380692482,0.37382858991622925,0.387387216091156,-0.0030528148636221886,0.1996195763349533,0.08564695715904236,-0.2086101919412613,-0.6140031814575195,0.5789116024971008,0.08715809136629105,0.09057096391916275,-0.07922233641147614,0.06866931915283203,-0.009737858548760414,-0.04504554718732834,0.0,0.0,0.5,0.0,0.0,0.6991056799888611,0.0,0.6064939498901367,0.9983736276626587,0.753518283367157,0.3499999940395355,0.9260396361351013,0.0,5.985990047454834,0.0
0.01,0.5333333611488342,-0.2079118617685598,-0.9781475643970758,0.0,1.0,0.0,0.0,0.00010480196215212345,0.0003885200712829828,0.6954598426818848,-0.000408172607421875,0.0012292719911783934,-0.000553131103515625,-0.00023895017511676997,0.0028010366950184107,-0.29264435172080994,0.07040680199861526,-0.024062298238277435,-0.04169594496488571,0.4626908600330353,0.04705047607421875,-0.3041258454322815,0.45845115184783936,-0.2114991545677185,-0.013640426099300385,-0.36508870124816895,-0.11448392271995544,0.28433817625045776,0.513179361820221,-0.18956761062145233,-0.007665752433240414,0.45197799801826477,0.06039560213685036,-0.33287033438682556,0.5627692341804504,-0.20626041293144226,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,-0.1981116086244583,0.13973137736320496,0.02223280258476734,0.18526692688465118,0.33557915687561035,0.22908271849155426,-0.038684338331222534,0.2517235279083252,0.10444813966751099,-0.2003062516450882,-0.3179223835468292,0.3016236424446106,0.08481629937887192,0.08779440075159073,-0.09501651674509048,0.07217361032962799,-0.012035170570015907,-0.06679176539182663,0.0,0.0,0.5,0.0,0.0,0.7021886706352234,0.0,0.6062312722206116,0.9965289235115051,0.755223274230957,0.3499999940395355,0.8836678266525269,0.0,4.383580684661865,0.0
0.02,0.5444444417953491,-0.275637339817032,-0.9612617005262356,0.0,1.0,0.0,0.0,0.00016898848116397858,0.0006207276601344347,0.6919897794723511,-0.0006690025329589844,0.001987818628549576,-0.0010128021240234375,-0.00048499106196686625,0.0027754888869822025,-0.39055100083351135,0.08151523768901825,-0.029755685478448868,-0.05205647647380829,0.4605303108692169,0.048596322536468506,-0.3044055104255676,0.4606407880783081,-0.21099472045898438,-0.012525219470262527,-0.3656895160675049,-0.11174595355987549,0.28543633222579956,0.5112786889076233,-0.19176112115383148,-0.0055398354306817055,0.4689093828201294,0.06378187984228134,-0.3403201401233673,0.5864731669425964,-0.22132934629917145,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,-0.254854291677475,0.14718244969844818,0.03057049587368965,0.17792771756649017,0.31495553255081177,0.14729692041873932,-0.0717996135354042,0.2916118800640106,0.11185218393802643,-0.1846633106470108,-0.15361431241035461,0.15455055236816406,0.08150038123130798,0.08402139693498611,-0.10661249607801437,0.07494372129440308,-0.0105800935998559,-0.08212655037641525,0.0,0.0,0.5,0.0,0.0,0.7050013542175293,0.0,0.6059330105781555,0.994594931602478,0.7375574111938477,0.3499999940395355,0.8269654512405396,0.0,3.37734317779541,0.0
0.03,0.5555555820465088,-0.3420202997352155,-0.9396925638574744,0.0,1.0,0.0,0.0,0.00024361326359212399,0.0008787496481090784,0.6875404715538025,-0.0009732246398925781,0.0028325803577899933,-0.0015606880187988281,-0.0007598905940540135,0.002402722602710128,-0.48855146765708923,0.08764120936393738,-0.03327415883541107,-0.059680573642253876,0.4579015076160431,0.050198376178741455,-0.3045801520347595,0.46275532245635986,-0.21064287424087524,-0.009798064827919006,-0.3665885925292969,-0.10867533087730408,0.28658396005630493,0.5095270276069641,-0.19282083213329315,-0.004469585604965687,0.4855051040649414,0.06710101664066315,-0.34762224555015564,0.6097071170806885,-0.23609952628612518,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,-0.29171037673950195,0.14703302085399628,0.014825678430497646,0.17065249383449554,0.30493488907814026,0.025790758430957794,-0.09817997366189957,0.31829360127449036,0.11558790504932404,-0.17114542424678802,-0.0733853355050087,0.07526926696300507,0.07720714062452316,0.07926217466592789,-0.11450708657503128,0.07763012498617172,-0.006539220456033945,-0.09291760623455048,0.0,0.0,0.5,0.0,0.0,0.7076281905174255,0.0,0.6056019067764282,0.9929017424583435,0.7085709571838379,0.3499999940395355,0.7589213252067566,0.0,2.947699785232544,0.0
0.04,0.5666666626930237,-0.40673662026718693,-0.9135454677976493,0.0,1.0,0.0,0.0,0.0012617447646334767,0.0009128681849688292,0.6824851036071777,-0.004390716552734375,0.0026662354357540607,-0.0011777877807617188,0.013057984411716461,0.004637833684682846,-0.5455848574638367,-0.09366677701473236,-0.4405922293663025,-0.009065678343176842,0.4315669536590576,0.04968973994255066,-0.32283568382263184,0.435485303401947,-0.1166294664144516,0.004034028388559818,-0.3391318917274475,-0.09992045909166336,0.2563546597957611,0.4677310287952423,-0.1979995220899582,0.006750337779521942,0.5016841888427734,0.07033683359622955,-0.35474103689193726,0.6323578357696533,-0.2504989206790924,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,-3.20273756980896,-0.21273763477802277,-2.733527183532715,-2.941830635070801,8.533020973205566,1.525729775428772,3.2605178356170654,0.6179597973823547,-3.0442261695861816,-4.643792629241943,-1.498058557510376,1.0632537603378296,0.07059334963560104,0.07161877304315567,-0.10541226714849472,0.5277854800224304,0.3545517921447754,0.13617292046546936,0.0,0.0,0.5,0.0,0.0,0.6182841658592224,0.0,0.6223403811454773,0.9998356103897095,0.5689045786857605,0.3499999940395355,0.6648904085159302,0.0,538.199462890625,0.0
0.05,0.5777778029441833,-0.4694717024021403,-0.882947518623636,0.0,1.0,0.0,0.0,0.0016818991862237453,0.0003088784869760275,0.6761748790740967,-0.005797386169433594,0.0004409726243466139,-0.0025262832641601562,0.001364741357974708,-0.0077957031317055225,-0.6833395957946777,-0.3159995377063751,0.011430272832512856,-0.15254196524620056,0.42219027876853943,0.04385637119412422,-0.32985225319862366,0.4362480938434601,-0.2135971337556839,0.0326349139213562,-0.32917898893356323,-0.10307565331459045,0.23577119410037994,0.4503738582134247,-0.20829790830612183,-0.00013582731480710208,0.517367959022522,0.07347358763217926,-0.36164188385009766,0.6543151140213013,-0.26445746421813965,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,-0.21704460680484772,-0.8334704041481018,-0.04159421846270561,0.23804351687431335,-10.012343406677246,1.6740409135818481,0.32650235295295715,-0.6960350871086121,-2.2979800701141357,-1.1795061826705933,-0.4241315424442291,-0.4431012272834778,0.06380509585142136,0.06479494273662567,-0.022742770612239838,0.322370320558548,0.1750858575105667,0.3989284038543701,0.0,0.0,0.5,0.0,0.0,0.406558096408844,0.0,0.6081122756004333,0.9545281529426575,0.5538842082023621,0.3499999940395355,0.5804810523986816,0.0,596.91650390625,0.0
0.06,0.5888888835906982,-0.529919236002096,-0.84804811379718,0.0,1.0,0.0,0.0,0.002038276521489024,-0.000411313958466053,0.6689478158950806,-0.006773471832275391,-0.0020322799682617188,-0.004261970520019531,0.007102757226675749,-0.005467262119054794,-0.7655468583106995,-0.20982028543949127,-0.14021216332912445,-0.15137836337089539,0.4047297239303589,0.033815689384937286,-0.3313954770565033,0.4151756167411804,-0.3147934079170227,0.04522543027997017,-0.32142406702041626,-0.10838598757982254,0.22056184709072113,0.4360024631023407,-0.19957903027534485,-0.04314679652452469,0.5324798226356506,0.07649596035480499,-0.36829110980033875,0.6754717826843262,-0.27790701389312744,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,-2.042095184326172,-0.9950632452964783,-0.5093433260917664,-2.530343770980835,-10.004047393798828,1.063959002494812,0.9127378463745117,-0.3277854025363922,-1.1150000095367432,-1.3937139511108398,0.6355358362197876,-3.4847049713134766,0.05508257448673248,0.0573313906788826,0.31313416361808777,0.21635693311691284,0.31023970246315,0.05552422255277634,0.0,0.0,0.5,0.0,0.0,0.45766541361808777,0.31313416361808777,0.615109384059906,0.9552035927772522,0.4692206084728241,0.3499999940395355,0.4875567853450775,0.0,549.8859252929688,0.0
0.07,0.6000000238418579,-0.5877853734854867,-0.8090169063230552,0.0,1.0,0.0,0.0,0.002447261242195964,-0.0012145382352173328,0.6607620716094971,-0.007871150970458984,-0.004828929901123047,-0.005086421966552734,0.0062220655381679535,-0.005371846724301577,-0.8672880530357361,-0.3281889855861664,-0.048567384481430054,-0.05424431338906288,0.3881390392780304,0.021854784339666367,-0.3291914761066437,0.39099371433258057,-0.4048987627029419,0.04759243503212929,-0.30932244658470154,-0.1110130250453949,0.1903766691684723,0.41655805706977844,-0.19639211893081665,-0.07104665040969849,0.5469464063644409,0.07938927412033081,-0.37465640902519226,0.6957249641418457,-0.29078227281570435,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,-1.2758851051330566,-1.2366292476654053,0.28618937730789185,-2.3272712230682373,-7.19904899597168,0.09076780080795288,1.1053873300552368,-0.43293341994285583,-3.260582208633423,-1.8939121961593628,-0.012760545127093792,-1.868011474609375,0.04535050690174103,0.04875835031270981,0.33514344692230225,0.2625788748264313,0.2305278182029724,0.30901652574539185,0.0,0.0,0.5,0.0,0.0,0.4429114758968353,0.33514344692230225,0.6140425801277161,0.994132399559021,0.367209255695343,0.3499999940395355,0.40132251381874084,0.0,181.63641357421875,0.0
0.08,0.6111111044883728,-0.64278757780998,-0.7660444698665863,0.0,1.0,0.0,0.0,0.00285090203396976,-0.0019925241358578205,0.6515941619873047,-0.008936405181884766,-0.0075054168701171875,-0.00557708740234375,0.004206235986202955,-0.00013860549370292574,-0.9636822938919067,-0.23362869024276733,-0.1280868649482727,-0.03499247878789902,0.36764195561408997,0.011941482312977314,-0.3246197998523712,0.35763299465179443,-0.4382976293563843,0.04416908696293831,-0.2977169454097748,-0.11551636457443237,0.1535857617855072,0.40024855732917786,-0.1919342279434204,-0.10160472989082336,0.5606968998908997,0.08213938027620316,-0.38070663809776306,0.7149756550788879,-0.3030202388763428,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,-2.1960954666137695,-0.719451367855072,0.312725692987442,-3.3250300884246826,-2.3670151233673096,-0.832334578037262,1.177046775817871,-0.5186488032341003,-3.6416327953338623,-1.463053822517395,0.3586030900478363,-2.2897582054138184,0.03438757359981537,0.03956512361764908,0.3492302894592285,0.16418948769569397,-0.01594490185379982,0.4453769028186798,0.0,0.0,0.5,0.0,0.0,0.45183807611465454,0.3492302894592285,0.6116329431533813,0.9975540637969971,0.2821613848209381,0.3499999940395355,0.3223077356815338,0.0,592.964111328125,0.0
0.09,0.6222222447395325,-0.6946584722314966,-0.7193397020580772,0.0,1.0,1.0,0.0,0.0029324833303689957,-0.0025212294422090054,0.6423462629318237,-0.008989810943603516,-0.008359909057617188,-0.003303050994873047,-0.007833899930119514,-0.04867973178625107,-0.8583991527557373,0.1106884628534317,-0.005420972127467394,0.45166364312171936,0.36669921875,0.009423857554793358,-0.3257389962673187,0.33576565980911255,-0.3470879793167114,0.03979623690247536,-0.2875945568084717,-0.11602279543876648,0.13465391099452972,0.38497501611709595,-0.18317946791648865,-0.10951197147369385,0.573664665222168,0.08473293483257294,-0.38641244173049927,0.7331305146217346,-0.31456151604652405,0.0,-0.4000000059604645,-0.05000000074505806,0.3100000023841858,0.49000000953674316,-0.20999999344348907,0.0,0.6225984692573547,0.03440140560269356,-0.39490315318107605,-1.6728872060775757,13.804059028625488,-1.6994622945785522,0.9478517770767212,0.3930808901786804,-1.4662576913833618,-1.429455280303955,0.8361125588417053,-0.7320024371147156,0.024475261569023132,0.029842421412467957,0.3869377374649048,0.05646776780486107,0.04446477070450783,-0.02272316813468933,601.4419555664062,0.0,0.5,0.0,0.0,0.34914883971214294,0.3869377374649048,0.5942056179046631,0.6649788022041321,0.2573346793651581,-0.30000001192092896,0.2643464207649231,3.434828996658325,1788.4158935546875,0.0
